S0,S1,S2,S3,main_pump,aux_pump,ultrasound,class
1,1,1,0,1,0,932,object
1,1,1,0,1,0,923,object
1,1,1,0,1,0,938,object
1,1,1,0,1,0,963,object
1,1,1,0,1,0,975,object
1,1,1,0,1,0,991,object
1,1,1,0,1,0,972,object
1,1,1,0,1,0,994,object
1,1,1,0,1,0,1004,object
1,1,1,0,1,0,1004,object
1,1,1,0,1,0,1013,object
1,1,1,0,1,0,926,object
1,1,1,0,1,0,985,object
1,1,1,0,1,0,900,object
1,1,1,0,1,0,998,object
1,1,1,0,1,0,836,object
1,1,1,0,1,0,1038,object
1,1,1,0,1,0,1039,object
1,1,1,0,1,0,1057,object
1,1,1,0,1,0,1090,object
1,1,1,0,1,0,1079,object
1,1,1,0,1,0,964,object
1,1,1,0,1,0,952,object
1,1,1,0,1,0,1090,object
1,1,1,0,1,0,1129,object
1,1,1,0,1,0,1107,object
1,1,1,0,1,0,1099,object
1,1,1,0,1,0,1103,object
1,1,1,0,1,0,1010,object
1,1,1,0,1,0,1124,object
1,1,1,0,1,0,1153,object
1,1,1,0,1,0,1165,object
1,1,1,0,1,0,1169,object
1,1,1,0,1,0,1185,object
1,1,1,0,1,0,1203,object
1,1,1,0,1,0,1196,object
1,1,1,0,1,0,1214,object
1,1,1,0,1,0,1196,object
1,1,1,0,1,0,1209,object
1,1,1,0,1,0,1144,object
1,1,1,0,1,0,1104,object
1,1,1,0,1,0,1212,object
1,1,1,0,1,0,1256,object
1,1,1,0,1,0,1254,object
1,1,1,0,1,0,1265,object
1,1,1,0,1,0,1278,object
1,1,1,0,1,0,1292,object
1,1,1,0,1,0,1299,object
1,1,1,0,1,0,1307,object
1,1,1,0,1,0,1301,object
1,1,1,0,1,0,1297,object
1,1,1,0,1,0,1321,object
1,1,1,0,1,0,1248,object
1,1,1,0,1,0,1325,object
1,1,1,0,1,0,1364,object
1,1,1,0,1,0,1363,object
1,1,1,0,1,0,1398,object
1,1,1,0,1,0,1374,object
1,1,1,0,1,0,1395,object
1,1,1,0,1,0,1391,object
1,1,1,0,1,0,1401,object
1,1,1,0,1,0,1418,object
1,1,1,0,1,0,1422,object
1,1,1,0,1,0,1423,object
1,1,1,0,1,0,1430,object
1,1,1,0,1,0,1461,object
1,1,1,0,1,0,1463,object
1,1,1,0,1,0,1458,object
1,1,1,0,1,0,1479,object
1,1,1,0,1,0,1481,object
1,1,1,0,1,0,1491,object
1,1,1,0,1,0,1498,object
1,1,1,0,1,0,1484,object
1,1,1,0,1,0,1529,object
1,1,1,0,1,0,1496,object
1,1,1,0,1,0,1519,object
1,1,1,0,1,0,1539,object
1,1,1,0,1,0,1547,object
1,1,1,0,1,0,1549,object
1,1,1,0,1,0,1529,object
1,1,1,0,1,0,1557,object
1,1,1,0,1,0,1557,object
1,1,1,0,1,0,1591,object
1,1,1,0,1,0,1579,object
1,1,1,0,1,0,1586,object
1,1,1,0,1,0,1601,object
1,1,1,0,1,0,1606,object
1,1,1,0,1,0,1617,object
1,1,1,0,1,0,1625,object
1,1,1,0,1,0,1628,object
1,1,1,0,1,0,1646,object
1,1,1,0,1,0,1647,object
1,1,1,0,1,0,1663,object
1,1,1,0,1,0,1657,object
1,1,1,0,1,0,1654,object
1,1,1,0,1,0,1665,object
1,1,1,0,1,0,1647,object
1,1,1,0,1,0,1684,object
1,1,1,0,1,0,1688,object
1,1,1,0,1,0,1707,object
1,1,1,0,1,0,1690,object
1,1,1,0,1,0,1721,object
1,1,1,0,1,0,1726,object
1,1,1,0,1,0,1734,object
1,1,1,0,1,0,1732,object
1,1,1,0,1,0,1734,object
1,1,1,0,1,0,1745,object
1,1,1,0,1,0,1751,object
1,1,1,0,1,0,1772,object
1,1,1,0,1,0,1781,object
1,1,1,0,1,0,1772,object
1,1,1,0,1,0,1782,object
1,1,1,0,1,0,1798,object
1,1,1,0,1,0,1811,object
1,1,1,0,1,0,1788,object
1,1,1,0,1,0,1823,object
1,1,1,0,1,0,1820,object
1,1,1,0,1,0,1831,object
1,1,1,0,1,0,1833,object
1,1,1,0,1,0,1840,object
1,1,1,0,1,0,1842,object
1,1,1,0,1,0,1862,object
1,1,1,0,1,0,1865,object
1,1,1,0,1,0,1881,object
1,1,1,0,1,0,1868,object
1,1,1,0,1,0,1890,object
1,1,1,0,1,0,1889,object
1,1,1,0,1,0,1898,object
1,1,1,0,1,0,1911,object
1,1,1,0,1,0,1907,object
1,1,1,0,1,0,1920,object
1,1,1,0,1,0,1921,object
1,1,1,0,1,0,1928,object
1,1,1,0,1,0,1926,object
1,1,1,0,1,0,1958,object
1,1,1,0,1,0,1958,object
1,1,1,0,1,0,1954,object
1,1,1,0,1,0,1978,object
1,1,1,0,1,0,1976,object
1,1,1,0,1,0,1986,object
1,1,1,0,1,0,1998,object
1,1,1,0,1,0,1990,object
1,1,1,0,1,0,2004,object
1,1,1,0,1,0,2016,object
1,1,1,0,1,0,2026,object
1,1,1,0,1,0,2036,object
1,1,0,0,1,0,2047,object
1,1,0,0,1,0,2039,object
1,1,0,0,1,0,2055,object
1,1,0,0,1,0,2058,object
1,1,0,0,1,0,2069,object
1,1,0,0,1,0,2077,object
1,1,0,0,1,0,2094,object
1,1,0,0,1,0,2083,object
1,1,0,0,1,0,2091,object
1,1,0,0,1,0,2110,object
1,1,0,0,1,0,2110,object
1,1,0,0,1,0,2125,object
1,1,0,0,1,0,2131,object
1,1,0,0,1,0,2132,object
1,1,0,0,1,0,2136,object
1,1,0,0,1,0,2149,object
1,1,0,0,1,0,2152,object
1,1,0,0,1,0,2160,object
1,1,0,0,1,0,2149,object
1,1,0,0,1,0,2171,object
1,1,0,0,1,0,2169,object
1,1,0,0,1,0,2189,object
1,1,0,0,1,0,2192,object
1,1,0,0,1,0,2202,object
1,1,0,0,1,0,2200,object
1,1,0,0,1,0,2204,object
1,1,0,0,1,0,2210,object
1,1,0,0,1,0,2213,object
1,1,0,0,1,0,2221,object
1,1,0,0,1,0,2244,object
1,1,0,0,1,0,2254,object
1,1,0,0,1,0,2264,object
1,1,0,0,1,0,2262,object
1,1,0,0,1,0,2269,object
1,1,0,0,1,0,2273,object
1,1,0,0,1,0,2287,object
1,1,0,0,1,0,2291,object
1,1,0,0,1,0,2298,object
1,1,0,0,1,0,2302,object
1,1,0,0,1,0,2313,object
1,1,0,0,1,0,2310,object
1,1,0,0,1,0,2255,object
1,1,0,0,1,0,2313,object
1,1,0,0,1,0,2327,object
1,1,0,0,1,0,2327,object
1,1,0,0,1,0,2353,object
1,1,0,0,1,0,2358,object
1,1,0,0,1,0,2364,object
1,1,0,0,1,0,2354,object
1,1,0,0,1,0,2390,object
1,1,0,0,1,0,2391,object
1,1,0,0,1,0,2395,object
1,1,0,0,1,0,2415,object
1,1,0,0,1,0,2408,object
1,1,0,0,1,0,2430,object
1,1,0,0,1,0,2431,object
1,1,0,0,1,0,2441,object
1,1,0,0,1,0,2437,object
1,1,0,0,1,0,2445,object
1,1,0,0,1,0,2446,object
1,1,0,0,1,0,2458,object
1,1,0,0,1,0,2457,object
1,1,0,0,1,0,2478,object
1,1,0,0,1,0,2413,object
1,1,0,0,1,0,2502,object
1,1,0,0,1,0,2495,object
1,1,0,0,1,0,2496,object
1,1,0,0,1,0,2504,object
1,1,0,0,1,0,2517,object
1,1,0,0,1,0,2526,object
1,1,0,0,1,0,2528,object
1,1,0,0,1,0,2535,object
1,1,0,0,1,0,2522,object
1,1,0,0,1,0,2550,object
1,1,0,0,1,0,2546,object
1,1,0,0,1,0,2563,object
1,1,0,0,1,0,2528,object
1,1,0,0,1,0,2585,object
1,1,0,0,1,0,2474,object
1,1,0,0,1,0,2596,object
1,1,0,0,1,0,2594,object
1,1,0,0,1,0,2607,object
1,1,0,0,1,0,2611,object
1,1,0,0,1,0,2611,object
1,1,0,0,1,0,2623,object
1,1,0,0,1,0,2633,object
1,1,0,0,1,0,2631,object
1,1,0,0,1,0,2651,object
1,1,0,0,1,0,2645,object
1,1,0,0,1,0,2660,object
1,1,0,0,1,0,2671,object
1,1,0,0,1,0,2671,object
1,1,0,0,1,0,2673,object
1,1,0,0,1,0,2692,object
1,1,0,0,1,0,2603,object
1,1,0,0,1,0,2699,object
1,1,0,0,1,0,2657,object
1,1,0,0,1,0,2717,object
1,1,0,0,1,0,2727,object
1,1,0,0,1,0,2738,object
1,1,0,0,1,0,2724,object
1,1,0,0,1,0,2743,object
1,1,0,0,1,0,2750,object
1,1,0,0,1,0,2741,object
1,1,0,0,1,0,2708,object
1,1,0,0,1,0,2738,object
1,1,0,0,1,0,2777,object
1,1,0,0,1,0,2674,object
1,1,0,0,1,0,2778,object
1,1,0,0,1,0,2716,object
1,1,0,0,1,0,2779,object
1,1,0,0,1,0,2806,object
1,1,0,0,1,0,2811,object
1,1,0,0,1,0,2830,object
1,1,0,0,1,0,2771,object
1,1,0,0,1,0,2734,object
1,1,0,0,1,0,2829,object
1,1,0,0,1,0,2848,object
1,1,0,0,1,0,2832,object
1,1,0,0,1,0,2857,object
1,1,0,0,1,0,2870,object
1,1,0,0,1,0,2882,object
1,1,0,0,1,0,2865,object
1,1,0,0,1,0,2868,object
1,1,0,0,1,0,2888,object
1,1,0,0,1,0,2906,object
1,1,0,0,1,0,2854,object
1,1,0,0,1,0,2904,object
1,1,0,0,1,0,2915,object
1,1,0,0,1,0,2873,object
1,1,0,0,1,0,2931,object
1,1,0,0,1,0,2926,object
1,1,0,0,1,0,2898,object
1,1,0,0,1,0,2873,object
1,1,0,0,1,0,2953,object
1,1,0,0,1,0,2950,object
1,1,0,0,1,0,2846,object
1,1,0,0,1,0,2906,object
1,1,0,0,1,0,2967,object
1,1,0,0,1,0,2913,object
1,1,0,0,1,0,2987,object
1,1,0,0,1,0,3003,object
1,1,0,0,1,0,2985,object
1,1,0,0,1,0,3004,object
1,1,0,0,1,0,2904,object
1,1,0,0,1,0,2955,object
1,1,0,0,1,0,3029,object
1,1,0,0,1,0,2943,object
1,1,0,0,1,0,3022,object
1,1,0,0,1,0,3044,object
1,1,0,0,1,0,2964,object
1,1,0,0,1,0,3015,object
1,1,0,0,1,0,3058,object
1,1,0,0,1,0,3072,object
1,1,0,0,1,0,3058,object
1,1,0,0,1,0,3005,object
1,1,0,0,1,0,3103,object
1,1,0,0,1,0,3110,object
1,1,0,0,1,0,3054,object
1,1,0,0,1,0,3043,object
1,1,0,0,1,0,3033,object
1,1,0,0,1,0,3042,object
1,1,0,0,1,0,3122,object
1,1,0,0,1,0,3060,object
1,1,0,0,1,0,3071,object
1,1,0,0,1,0,3180,object
1,1,0,0,1,0,3123,object
1,1,0,0,1,0,3123,object
1,1,0,0,1,0,3200,object
1,1,0,0,1,0,3136,object
1,1,0,0,1,0,3202,object
1,1,0,0,1,0,3139,object
1,1,0,0,1,0,3213,object
1,1,0,0,1,0,3211,object
1,1,0,0,1,0,3177,object
1,1,0,0,1,0,3230,object
1,1,0,0,1,0,3250,object
1,1,0,0,1,0,3239,object
1,1,0,0,1,0,3257,object
1,1,0,0,1,0,3233,object
1,1,0,0,1,0,3274,object
1,1,0,0,1,0,3280,object
1,1,0,0,1,0,3274,object
1,1,0,0,1,0,3288,object
1,1,0,0,1,0,3296,object
1,1,0,0,1,0,3283,object
1,1,0,0,1,0,3303,object
1,1,0,0,1,0,3308,object
1,1,0,0,1,0,3309,object
1,1,0,0,1,0,3343,object
1,1,0,0,1,0,3337,object
1,1,0,0,1,0,3325,object
1,1,0,0,1,0,3353,object
1,1,0,0,1,0,3365,object
1,1,0,0,1,0,3369,object
1,1,0,0,1,0,3372,object
1,1,0,0,1,0,3392,object
1,1,0,0,1,0,3398,object
1,1,0,0,1,0,3396,object
1,1,0,0,1,0,3408,object
1,1,0,0,1,0,3425,object
1,1,0,0,1,0,3432,object
1,1,0,0,1,0,3427,object
1,1,0,0,1,0,3432,object
1,1,0,0,1,0,3453,object
1,1,0,0,1,0,3443,object
1,1,0,0,1,0,3449,object
1,1,0,0,1,0,3432,object
1,1,0,0,1,0,3468,object
1,1,0,0,1,0,3470,object
1,1,0,0,1,0,3481,object
1,1,0,0,1,0,3501,object
1,1,0,0,1,0,3502,object
1,1,0,0,1,0,3497,object
1,1,0,0,1,0,3508,object
1,1,0,0,1,0,3518,object
1,1,0,0,1,0,3517,object
1,1,0,0,1,0,3517,object
1,1,0,0,1,0,3547,object
1,1,0,0,1,0,3561,object
1,1,0,0,1,0,3561,object
1,1,0,0,1,0,3561,object
1,1,0,0,1,0,3568,object
1,1,0,0,1,0,3571,object
1,1,0,0,1,0,3568,object
1,1,0,0,1,0,3579,object
1,1,0,0,1,0,3585,object
1,1,0,0,1,0,3600,object
1,1,0,0,1,0,3611,object
1,1,0,0,1,0,3614,object
1,1,0,0,1,0,3619,object
1,1,0,0,1,0,3619,object
1,1,0,0,1,0,3628,object
1,1,0,0,1,0,3642,object
1,1,0,0,1,0,3640,object
1,1,0,0,1,0,3659,object
1,1,0,0,1,0,3661,object
1,1,0,0,1,0,3672,object
1,1,0,0,1,0,3678,object
1,1,0,0,1,0,3678,object
1,1,0,0,1,0,3694,object
1,1,0,0,1,0,3694,object
1,1,0,0,1,0,3700,object
1,1,0,0,1,0,3705,object
1,1,0,0,1,0,3728,object
1,1,0,0,1,0,3719,object
1,1,0,0,1,0,3735,object
1,1,0,0,1,0,3736,object
1,1,0,0,1,0,3745,object
1,1,0,0,1,0,3747,object
1,1,0,0,1,0,3755,object
1,1,0,0,1,0,3762,object
1,1,0,0,1,0,3762,object
1,1,0,0,1,0,3786,object
1,1,0,0,1,0,3784,object
1,1,0,0,1,0,3790,object
1,1,0,0,1,0,3807,object
1,1,0,0,1,0,3801,object
1,1,0,0,1,0,3813,object
1,1,0,0,1,0,3822,object
1,1,0,0,1,0,3821,object
1,1,0,0,1,0,3832,object
1,1,0,0,1,0,3829,object
1,1,0,0,1,0,3834,object
1,1,0,0,1,0,3840,object
1,1,0,0,1,0,3851,object
1,1,0,0,1,0,3856,object
1,1,0,0,1,0,3868,object
1,1,0,0,1,0,3873,object
1,1,0,0,1,0,3875,object
1,1,0,0,1,0,3879,object
1,1,0,0,1,0,3901,object
1,1,0,0,1,0,3908,object
1,1,0,0,1,0,3915,object
1,1,0,0,1,0,3923,object
1,1,0,0,1,0,3933,object
1,1,0,0,1,0,3934,object
1,1,0,0,1,0,3932,object
1,1,0,0,1,0,3952,object
1,1,0,0,1,0,3950,object
1,1,0,0,1,0,3957,object
1,1,0,0,1,0,3959,object
1,1,0,0,1,0,3959,object
1,1,0,0,1,0,3971,object
1,1,0,0,1,0,3991,object
1,1,0,0,1,0,3985,object
1,1,0,0,1,0,3985,object
1,1,0,0,1,0,4000,object
1,1,0,0,1,0,4010,object
1,1,0,0,1,0,4000,object
1,1,0,0,1,0,3988,object
1,1,0,0,1,0,4017,object
1,1,0,0,1,0,4031,object
1,1,0,0,1,0,4033,object
1,1,0,0,1,0,4039,object
1,1,0,0,1,0,4049,object
1,1,0,0,1,0,4057,object
1,1,0,0,1,0,4065,object
1,1,0,0,1,0,4068,object
1,1,0,0,1,0,4068,object
1,1,0,0,1,0,4084,object
1,1,0,0,1,0,4085,object
1,1,0,0,1,0,4093,object
1,1,0,0,1,0,4099,object
1,1,0,0,1,0,4106,object
1,1,0,0,1,0,4117,object
1,1,0,0,1,0,4120,object
1,1,0,0,1,0,4123,object
1,1,0,0,1,0,4136,object
1,1,0,0,1,0,4143,object
1,1,0,0,1,0,4145,object
1,1,0,0,1,0,4156,object
1,1,0,0,1,0,4144,object
1,1,0,0,1,0,4160,object
1,1,0,0,1,0,4140,object
1,1,0,0,1,0,4184,object
1,1,0,0,1,0,4176,object
1,1,0,0,1,0,4184,object
1,1,0,0,1,0,4200,object
1,1,0,0,1,0,4205,object
1,1,0,0,1,0,4211,object
1,1,0,0,1,0,4223,object
1,1,0,0,1,0,4223,object
1,1,0,0,1,0,4231,object
1,1,0,0,1,0,4234,object
1,1,0,0,1,0,4242,object
1,1,0,0,1,0,4245,object
1,1,0,0,1,0,4247,object
1,1,0,0,1,0,4242,object
1,1,0,0,1,0,4175,object
1,1,0,0,1,0,4206,object
1,1,0,0,1,0,4208,object
1,1,0,0,1,0,4215,object
1,1,0,0,1,0,4212,object
1,1,0,0,1,0,4300,object
1,1,0,0,1,0,4293,object
1,1,0,0,1,0,4223,object
1,1,0,0,1,0,4272,object
1,1,0,0,1,0,4300,object
1,1,0,0,1,0,4245,object
1,1,0,0,1,0,4233,object
1,1,0,0,1,0,4262,object
1,1,0,0,1,0,4337,object
1,1,0,0,1,0,4321,object
1,1,0,0,1,0,4288,object
1,1,0,0,1,0,4317,object
1,1,0,0,1,0,4337,object
1,1,0,0,1,0,4354,object
1,1,0,0,1,0,4308,object
1,1,0,0,1,0,4380,object
1,1,0,0,1,0,4361,object
1,1,0,0,1,0,4399,object
1,1,0,0,1,0,4367,object
1,1,0,0,1,0,4409,object
1,1,0,0,1,0,4398,object
1,1,0,0,1,0,4441,object
1,1,0,0,1,0,4436,object
1,1,0,0,1,0,4443,object
1,1,0,0,1,0,4452,object
1,1,0,0,1,0,4466,object
1,1,0,0,1,0,4468,object
1,1,0,0,1,0,4496,object
1,1,0,0,1,0,4499,object
1,1,0,0,1,0,4497,object
1,1,0,0,1,0,4502,object
1,1,0,0,1,0,4488,object
1,1,0,0,1,0,4508,object
1,1,0,0,1,0,4526,object
1,1,0,0,1,0,4516,object
1,1,0,0,1,0,4525,object
1,1,0,0,1,0,4525,object
1,1,0,0,1,0,4545,object
1,1,0,0,1,0,4547,object
1,1,0,0,1,0,4548,object
1,1,0,0,1,0,4564,object
1,1,0,0,1,0,4575,object
1,1,0,0,1,0,4566,object
1,1,0,0,1,0,4596,object
1,1,0,0,1,0,4581,object
1,1,0,0,1,0,4604,object
1,1,0,0,1,0,4586,object
1,1,0,0,1,0,4597,object
1,1,0,0,1,0,4621,object
1,1,0,0,1,0,4614,object
1,1,0,0,1,0,4621,object
1,1,0,0,1,0,4635,object
1,1,0,0,1,0,4641,object
1,1,0,0,1,0,4653,object
1,1,0,0,1,0,4646,object
1,1,0,0,1,0,4663,object
1,1,0,0,1,0,4670,object
1,1,0,0,1,0,4675,object
1,1,0,0,1,0,4679,object
1,1,0,0,1,0,4684,object
1,1,0,0,1,0,4684,object
1,1,0,0,1,0,4691,object
1,1,0,0,1,0,4702,object
1,1,0,0,1,0,4712,object
1,1,0,0,1,0,4700,object
1,1,0,0,1,0,4723,object
1,1,0,0,1,0,4726,object
1,1,0,0,1,0,4733,object
1,1,0,0,1,0,4745,object
1,1,0,0,1,0,4754,object
1,1,0,0,1,0,4759,object
1,1,0,0,1,0,4762,object
1,1,0,0,1,0,4770,object
1,1,0,0,1,0,4783,object
1,1,0,0,1,0,4794,object
1,1,0,0,1,0,4785,object
1,1,0,0,1,0,4796,object
1,1,0,0,1,0,4808,object
1,1,0,0,1,0,4808,object
1,1,0,0,1,0,4809,object
1,1,0,0,1,0,4820,object
1,1,0,0,1,0,4831,object
1,1,0,0,1,0,4833,object
1,1,0,0,1,0,4827,object
1,1,0,0,1,0,4839,object
1,1,0,0,1,0,4850,object
1,1,0,0,1,0,4846,object
1,1,0,0,1,0,4844,object
1,1,0,0,1,0,4861,object
1,1,0,0,1,0,4868,object
1,1,0,0,1,0,4877,object
1,1,0,0,1,0,4879,object
1,1,0,0,1,0,4890,object
1,1,0,0,1,0,4896,object
1,1,0,0,1,0,4894,object
1,1,0,0,1,0,4901,object
1,1,0,0,1,0,4918,object
1,1,0,0,1,0,4907,object
1,1,0,0,1,0,4928,object
1,1,0,0,1,0,4929,object
1,1,0,0,1,0,4935,object
1,1,0,0,1,0,4924,object
1,1,0,0,1,0,4947,object
1,1,0,0,1,0,4951,object
1,1,0,0,1,0,4963,object
1,1,0,0,1,0,4971,object
1,1,0,0,1,0,4985,object
1,1,0,0,1,0,4996,object
1,1,0,0,1,0,5001,object
1,1,0,0,1,0,4997,object
1,1,0,0,1,0,5010,object
1,1,0,0,1,0,5015,object
1,1,0,0,1,0,5023,object
1,1,0,0,1,0,5019,object
1,1,0,0,1,0,5026,object
1,1,0,0,1,0,5039,object
1,1,0,0,1,0,5044,object
1,1,0,0,1,0,5043,object
1,1,0,0,1,0,5052,object
1,1,0,0,1,0,5051,object
1,1,0,0,1,0,5067,object
1,1,0,0,1,0,5071,object
1,1,0,0,1,0,5067,object
1,1,0,0,1,0,5076,object
1,1,0,0,1,0,5083,object
1,1,0,0,1,0,5093,object
1,1,0,0,1,0,5087,object
1,1,0,0,1,0,5105,object
1,1,0,0,1,0,5102,object
1,1,0,0,1,0,5104,object
1,1,0,0,1,0,5111,object
1,1,0,0,1,0,5123,object
1,1,0,0,1,0,5128,object
1,1,0,0,1,0,5131,object
1,1,0,0,1,0,5145,object
1,1,0,0,1,0,5151,object
1,1,0,0,1,0,5149,object
1,1,0,0,1,0,5160,object
1,1,0,0,1,0,5160,object
1,1,0,0,1,0,5157,object
1,1,0,0,1,0,5171,object
1,1,0,0,1,0,5168,object
1,1,0,0,1,0,5194,object
1,1,0,0,1,0,5187,object
1,1,0,0,1,0,5203,object
1,1,0,0,1,0,5200,object
1,1,0,0,1,0,5211,object
1,1,0,0,1,0,5220,object
1,1,0,0,1,0,5220,object
1,1,0,0,1,0,5231,object
1,1,0,0,1,0,5222,object
1,1,0,0,1,0,5242,object
1,1,0,0,1,0,5234,object
1,1,0,0,1,0,5253,object
1,1,0,0,1,0,5277,object
1,1,0,0,1,0,5282,object
1,1,0,0,1,0,5279,object
1,1,0,0,1,0,5300,object
1,1,0,0,1,0,5303,object
1,1,0,0,1,0,5309,object
1,1,0,0,1,0,5308,object
1,1,0,0,1,0,5320,object
1,1,0,0,1,0,5327,object
1,1,0,0,1,0,5311,object
1,1,0,0,1,0,5316,object
1,1,0,0,1,0,5343,object
1,1,0,0,1,0,5344,object
1,1,0,0,1,0,5331,object
1,1,0,0,1,0,5350,object
1,1,0,0,1,0,5345,object
1,1,0,0,1,0,5358,object
1,1,0,0,1,0,5364,object
1,1,0,0,1,0,5371,object
1,1,0,0,1,0,5375,object
1,1,0,0,1,0,5376,object
1,1,0,0,1,0,5398,object
1,1,0,0,1,0,5406,object
1,1,0,0,1,0,5404,object
1,1,0,0,1,0,5405,object
1,1,0,0,1,0,5408,object
1,1,0,0,1,0,5417,object
1,1,0,0,1,0,5413,object
1,1,0,0,1,0,5399,object
1,1,0,0,1,0,5409,object
1,1,0,0,1,0,5433,object
1,1,0,0,1,0,5441,object
1,1,0,0,1,0,5458,object
1,1,0,0,1,0,5426,object
1,1,0,0,1,0,5465,object
1,1,0,0,1,0,5452,object
1,1,0,0,1,0,5477,object
1,1,0,0,1,0,5436,object
1,1,0,0,1,0,5476,object
1,1,0,0,1,0,5482,object
1,1,0,0,1,0,5491,object
1,1,0,0,1,0,5498,object
1,1,0,0,1,0,5494,object
1,1,0,0,1,0,5508,object
1,1,0,0,1,0,5524,object
1,1,0,0,1,0,5498,object
1,1,0,0,1,0,5511,object
1,1,0,0,1,0,5532,object
1,1,0,0,1,0,5518,object
1,1,0,0,1,0,5515,object
1,1,0,0,1,0,5529,object
1,1,0,0,1,0,5559,object
1,1,0,0,1,0,5527,object
1,1,0,0,1,0,5563,object
1,1,0,0,1,0,5579,object
1,1,0,0,1,0,5570,object
1,1,0,0,1,0,5565,object
1,1,0,0,1,0,5603,object
1,1,0,0,1,0,5588,object
1,1,0,0,1,0,5582,object
1,1,0,0,1,0,5597,object
1,1,0,0,1,0,5609,object
1,1,0,0,1,0,5598,object
1,1,0,0,1,0,5619,object
1,1,0,0,1,0,5603,object
1,1,0,0,1,0,5637,object
1,1,0,0,1,0,5640,object
1,1,0,0,1,0,5612,object
1,1,0,0,1,0,5631,object
1,1,0,0,1,0,5631,object
1,1,0,0,1,0,5660,object
1,1,0,0,1,0,5641,object
1,1,0,0,1,0,5640,object
1,1,0,0,1,0,5648,object
1,1,0,0,1,0,5660,object
1,1,0,0,1,0,5659,object
1,1,0,0,1,0,5669,object
1,1,0,0,1,0,5663,object
1,1,0,0,1,0,5679,object
